"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CD3E1",0,0.837950778895294,0.648,0.374,0,"2","CD3E"
"HLA-F",0,0.828474970198711,0.677,0.479,0,"2","HLA-F"
"PTPRC",0,0.824292561462956,0.971,0.778,0,"2","PTPRC"
"AES1",0,0.820024572565025,0.833,0.59,0,"2","AES"
"RORA1",0,0.819372846628607,0.526,0.268,0,"2","RORA"
"RAC21",0,0.817369440948333,0.729,0.521,0,"2","RAC2"
"HLA-B",0,0.808560153625312,0.998,0.969,0,"2","HLA-B"
"EVL1",0,0.804614149552809,0.694,0.45,0,"2","EVL"
"PIP4K2A",0,0.804454185912375,0.539,0.329,0,"2","PIP4K2A"
"PFN12",0,0.800495670228944,0.963,0.873,0,"2","PFN1"
"PRMT2",0,0.788203980665394,0.584,0.413,0,"2","PRMT2"
"STK17A",0,0.767704334502927,0.544,0.321,0,"2","STK17A"
"CD691",0,0.76323776553941,0.626,0.348,0,"2","CD69"
"SRSF7",0,0.763201957357897,0.806,0.668,0,"2","SRSF7"
"MALAT11",0,0.762196427305829,1,0.946,0,"2","MALAT1"
"ETS11",0,0.758800768260944,0.727,0.437,0,"2","ETS1"
"LCK",0,0.756105927362602,0.519,0.252,0,"2","LCK"
"SUN2",0,0.750150264532527,0.5,0.31,0,"2","SUN2"
"HLA-E1",0,0.741915298810828,0.981,0.905,0,"2","HLA-E"
"CD812",0,0.741743314199546,0.639,0.386,0,"2","CD81"
"ITGB12",0,0.735443280878424,0.622,0.473,0,"2","ITGB1"
"PDIA31",0,0.691003792888654,0.626,0.494,0,"2","PDIA3"
"HSPA51",0,0.686615040219875,0.609,0.459,0,"2","HSPA5"
"FYN",0,0.685744205512515,0.576,0.38,0,"2","FYN"
"ATPIF1",0,0.6804614902179,0.597,0.408,0,"2","ATPIF1"
"CYBA3",0,0.673917417078087,0.955,0.784,0,"2","CYBA"
"CALR4",0,0.668760742088159,0.644,0.524,0,"2","CALR"
"CTSC2",0,0.666267563006745,0.528,0.353,0,"2","CTSC"
"ITGB21",0,0.661576790279093,0.765,0.523,0,"2","ITGB2"
"ATM1",0,0.661566171430302,0.626,0.461,0,"2","ATM"
"TRBC21",0,0.660531757956277,0.667,0.384,0,"2","TRBC2"
"KLF2",0,0.654011113328288,0.915,0.729,0,"2","KLF2"
"NCL1",0,0.650864226037018,0.825,0.715,0,"2","NCL"
"CCND3",0,0.645777992747277,0.53,0.381,0,"2","CCND3"
"RAP1B1",0,0.642584142670497,0.627,0.49,0,"2","RAP1B"
"UTRN",0,0.616523120915588,0.576,0.433,0,"2","UTRN"
"CFL13",0,0.611872531554141,0.952,0.853,0,"2","CFL1"
"PSMB91",0,0.611470380441011,0.618,0.479,0,"2","PSMB9"
"TGFB11",0,0.610713737574897,0.546,0.401,0,"2","TGFB1"
"TLN11",0,0.60118340056165,0.646,0.496,0,"2","TLN1"
"PSME1",0,0.600228952209709,0.78,0.674,0,"2","PSME1"
"UBB3",0,0.583009241709805,0.886,0.763,0,"2","UBB"
"AAK11",0,0.580484363890358,0.575,0.422,0,"2","AAK1"
"CXCR41",0,0.578448792134918,0.683,0.536,0,"2","CXCR4"
"PPIB3",0,0.576550137598343,0.7,0.579,0,"2","PPIB"
"DDX24",0,0.56865518307973,0.688,0.559,0,"2","DDX24"
"CD52",0,0.561726887804158,0.84,0.75,0,"2","CD52"
