"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"165",0,2.92938884043678,0.674,0.014,0,"3","IGHD"
"166",0,2.49277429693516,0.767,0.032,0,"3","BANK1"
"167",0,2.43349387710503,0.782,0.094,0,"3","CD79B"
"168",0,2.34694103992332,0.756,0.092,0,"3","RALGPS2"
"169",0,2.03867734640642,0.947,0.649,0,"3","CD37"
"170",0,1.93992378157806,0.991,0.663,0,"3","CD74"
"171",0,1.31186405135385,0.99,0.506,0,"4","LYZ"
"172",0,1.27481943731015,0.514,0.208,0,"4","RP11-1143G9.4"
"173",0,1.22861697479739,0.818,0.314,0,"4","VCAN"
"174",0,1.17119385907486,0.6,0.249,0,"4","S100A12"
"175",0,1.1275703766147,0.678,0.301,0,"4","MNDA"
"176",0,1.08712147177205,0.949,0.587,0,"4","CTSS"
"177",0,1.07584178692031,0.781,0.32,0,"4","FCN1"
"178",0,1.02602922889639,0.994,0.645,0,"4","S100A9"
"179",0,0.95592604131732,0.638,0.315,0,"4","CYBB"
"180",0,0.948114484930824,0.533,0.246,0,"4","CD14"
"181",0,6.97596043515678,0.913,0.041,0,"5","LCE3D"
"182",0,6.90603266258058,0.931,0.042,0,"5","CRCT1"
"183",0,6.65706928321257,0.936,0.07,0,"5","CNFN"
"184",0,6.48717689659485,0.929,0.055,0,"5","SPRR2E"
"185",0,6.00762825022916,0.866,0.036,0,"5","SPRR2G"
"186",0,5.89297677299536,0.914,0.062,0,"5","SLPI"
"187",0,5.79149663725033,0.915,0.049,0,"5","SPRR1B"
"188",0,5.62494349905188,0.789,0.042,0,"5","SPRR2D"
"189",0,5.61657658885174,0.952,0.071,0,"5","SBSN"
"190",0,5.50875669060595,0.812,0.051,0,"5","SPRR2A"
"191",0,5.51278219591778,0.872,0.061,0,"6","KRT14"
"192",0,5.24093166390797,0.791,0.049,0,"6","KRT1"
"193",0,5.09721415940313,0.911,0.487,0,"6","KRT10"
"194",0,4.6089279764037,0.728,0.135,0,"6","FABP5"
"195",0,4.56391507433023,0.769,0.035,0,"6","KRT5"
"196",0,4.40373491896938,0.859,0.025,0,"6","LY6D"
"197",0,4.25093122538606,0.944,0.055,0,"6","SFN"
"198",0,4.1941549257436,0.847,0.102,0,"6","S100A7"
"199",0,4.19248217365373,0.787,0.057,0,"6","S100A2"
"200",0,4.12937165300506,0.861,0.079,0,"6","DMKN"
"201",0,2.71701776084554,0.944,0.141,0,"7","RACK1"
"202",0,2.64797437382789,0.901,0.136,0,"7","ATP5F1E"
"203",0,2.45189443240109,0.776,0.107,0,"7","NOP53"
"204",0,2.29417830551283,0.823,0.127,0,"7","ATP5MG"
"205",0,2.09610757800366,0.555,0.017,0,"7","FYB1"
"206",0,1.91259368219857,0.703,0.111,0,"7","ATP5MC2"
"207",0,1.79596630946973,0.638,0.108,0,"7","TRIR"
"208",0,1.7242639547021,0.918,0.608,0,"7","RPL17"
"209",0,1.65166520566734,0.662,0.124,0,"7","ELOB"
"210",0,1.53415325836766,0.848,0.497,0,"7","IL32"
"211",0,3.18917655850938,0.97,0.141,0,"8","FCGR3A"
"212",0,3.05803980492216,0.989,0.366,0,"8","LST1"
"213",0,2.94263704220042,0.878,0.058,0,"8","CDKN1C"
"214",0,2.53985807479632,0.991,0.395,0,"8","AIF1"
"215",0,2.47330235568939,0.912,0.159,0,"8","MS4A7"
"216",0,2.32436129913106,0.886,0.107,0,"8","LINC01272"
"217",0,2.28054859036425,0.979,0.366,0,"8","FCER1G"
"218",0,2.09189063501952,0.988,0.553,0,"8","COTL1"
"219",0,2.02997116439407,0.922,0.273,0,"8","IFITM3"
"220",0,1.99807334921034,0.96,0.256,0,"8","SERPINA1"
"221",0,4.33385043606579,0.656,0.11,0,"9","MCTP1"
"222",0,4.19004512202197,0.852,0.023,0,"9","SPARCL1"
"223",0,3.7527769242677,0.609,0.004,0,"9","ACKR1"
"224",0,3.66687309411956,0.823,0.038,0,"9","TM4SF1"
"225",0,3.53389672894387,0.929,0.127,0,"9","IGFBP7"
"226",0,3.47934132701005,0.842,0.034,0,"9","A2M"
"227",0,3.47601947745288,0.77,0.012,0,"9","AQP1"
"228",0,3.32902051997856,0.826,0.134,0,"9","TCF4"
"229",0,3.17658974047701,0.844,0.049,0,"9","CAV1"
"230",0,3.0645550811148,0.888,0.09,0,"9","IFI27"
