"Natural killer (NK) cell"	"CD4+ T cell"	"Monocyte:CD16+"	"Monocyte:CD16-"	"Naive CD4+ T cell"	"Natural killer T (NKT) cell"	"Neutrophil"	"Megakaryocyte"	"B cell"	"Dendritic cell"	"Regulatory T (Treg) cell"	"Naive CD8+ T cell"	"Plasmacytoid dendritic cell"	"Plasma cell"	"Exhausted CD8+ T cell"	"MKI67+ progenitor cell"	"Endothelial cell"	"Macrophages"	"Mast cell"	"keratinocyte"	"Basal cell"	"Myofibroblast"	"Fibroblast"
"IFI27"	0.0149774675267297	0.0329209014582413	0.171510242972844	0.0481708205800904	0.00175400131550099	0.0111843991970175	0.00430856400873517	0.0473836011536877	0.0108741823124628	0.14005016722408	0.00644783118405627	0.00133971291866029	0.0152877697841727	0.00769230769230769	0.321285140562249	0.108818011257036	20.6706634692246	0.265027322404372	0	6.81524175472302	1.6156382477626	0.916317991631799	1.078
"SOCS3"	0.163294159229478	0.406098099867433	0.114816579323487	0.367074770441627	0.222904333844917	0.238265940158685	0.176828188632474	0.180057684384013	0.133803415172882	0.548913043478261	0.188159437280188	0.102392344497608	0.267985611510791	0.165384615384615	0.377510040160643	0.228893058161351	28.5499600319744	2.54098360655738	0.0631578947368421	0.13960934998399	3.08337258596326	8.00627615062761	7.41333333333333
"EMP1"	0.00830608818591499	0.00265134776844896	0.0114340161981896	0.0760093280862848	0.000584667105166996	0.00779084217570022	0.0126896063270967	0.0618046971569839	0.00492736386033472	0.26128762541806	0.00117233294255569	0.00076555023923445	0.0494604316546763	0.0153846153846154	0	0.341463414634146	19.7338129496403	2.6448087431694	0.252631578947368	2.48639129042587	5.14931700423928	1.64748953974895	5.292
"ZNF385D"	0.00110453300344614	0.00132567388422448	0.00119104335397808	0.00153038915609969	0.000438500328875247	0.00095593155530064	0.0010033642212123	0.0276060980634528	0.00186900008495455	0.00543478260869565	0.00117233294255569	0.00114832535885167	0.0998201438848921	0.00384615384615385	0	0.0487804878048781	15.1071143085532	0.112021857923497	0.0210526315789474	0.00192122958693564	0.0843146490814885	0.157949790794979	0.871333333333333
"CCN2"	0	0	0	0	0	0	0	0.00618046971569839	0	0.000836120401337793	0	0	0	0	0	0.00187617260787992	12.761790567546	0.0355191256830601	0.0210526315789474	0.00032020493115594	0.105040037682525	1.331589958159	2.08133333333333
"DOCK4"	0.00653883538040117	0.00066283694211224	0.0288232491662697	0.0373852208132925	0.000365416940729372	0.00506643724309339	0.0146373133447441	0.0449114132674083	0.00331322742332852	0.0351170568561873	0	0.000382775119617225	0.00179856115107914	0.00384615384615385	0	0.075046904315197	14.8081534772182	5.30054644808743	0.0631578947368421	0.0153698366954851	0.227508243052285	0.436192468619247	1.51666666666667
"IGFBP7"	0.341344879384996	0.00301959051406687	0.116007622677465	0.207112665792159	0.00190016809179274	0.0331230283911672	0.078734580652777	0.0881747012772971	0.0434117747005352	0.778010033444816	0.00293083235638921	0.00267942583732057	0.168165467625899	0.05	0	0.557223264540338	20.8041566746603	0.355191256830601	0.0631578947368421	0.139929554915146	0.316533207724918	23.8849372384937	16.6533333333333
"RGS16"	0.00896880798798268	0.0414641331565768	0.000714626012386851	0.000583005392799883	0.0037272527954396	0.0166332090622311	0.00135749276987546	0.104655953852493	0.0154617279755331	0.0117056856187291	0.0134818288393904	0.00114832535885167	0.0170863309352518	0.0846153846153846	0.0240963855421687	0.0637898686679174	20.0991207034373	0.325136612021858	0.0947368421052632	0.164265129682997	0.407442298634008	26.505230125523	6.23
"WWTR1"	0.00318105504992489	0.00530269553689792	0.0014292520247737	0.000437254044599913	0.00124241759847987	0.00449287830991301	0.00159357846898424	0.0333745364647713	0.00390790926854133	0.012123745819398	0.0082063305978898	0.00133971291866029	0.00269784172661871	0.0192307692307692	0.00803212851405622	0.0637898686679174	13.9568345323741	0.0546448087431694	0	0.449567723342939	0.684408855393311	0.896443514644351	2.52133333333333
"CCL2"	0.00150216488468675	7.36485491235823e-05	0.000476417341591234	0.019967934703396	0	0.00229423573272154	0.00194770701764741	0.138030490317264	0.000594681845212811	0.0150501672240803	0	0	0	0	0	0.0881801125703565	21.7777777777778	4.60382513661202	3.64210526315789	0.0496317643291707	1.07065473386717	41.4654811715481	7.736
"SPRY1"	0.0104709728726694	0.0195168655177493	0.000476417341591234	0.00225914589709955	0.00855075641306731	0.0201701558168435	0.00360030691140884	0.0370828182941904	0.0345765015716592	0.00501672240802676	0.0263774912075029	0.0300478468899522	0.0566546762589928	0.00384615384615385	0.0120481927710843	0.0675422138836773	13.4204636290967	0.0437158469945355	0.0210526315789474	0.0169708613512648	0.374941121055111	0.881799163179916	3.312
"SASH1"	0.0291596712909782	0.00640742377375166	0.226298237255836	0.152893164261769	0.000292333552583498	0.0160118535512857	0.0205394558224636	0.0313143798928719	0.0129980460453657	0.0259197324414716	0	0.000191387559808612	0.0197841726618705	0.00384615384615385	0.00401606425702811	0.0787992495309568	13.7282174260592	0.581967213114754	0.0105263157894737	0.163944924751841	1.05887894488931	1.34518828451883	2.62933333333333
"RALGAPA2"	0.10603516833083	0.0780674620709972	0.18532634587899	0.181387552834864	0.0803917269604619	0.101089761973043	0.124240099155994	0.130613926658426	0.100246368193017	0.215301003344482	0.0650644783118406	0.0721531100478469	0.196043165467626	0.126923076923077	0.0682730923694779	0.153846153846154	15.1518784972022	0.262295081967213	0.0421052631578947	0.120397054114633	0.79086198775318	0.307531380753138	0.238
"ADAMTS9"	0	0	0	0	0	0	0	0.00865265760197775	0	0.000836120401337793	0	0	0	0	0	0.00938086303939963	12.2677857713829	0.00819672131147541	0.0210526315789474	0.00448286903618316	0.0551106924163919	2.20397489539749	0.345333333333333
"AQP1"	0.000132543960413537	0.000147297098247165	0	0.000145751348199971	7.30833881458744e-05	4.7796577765032e-05	0	0.00535640708693861	0	0.000836120401337793	0	0.000191387559808612	0	0	0	0.00187617260787992	12.757793764988	0.0273224043715847	0.0105263157894737	0.00032020493115594	0.0527555346208196	0.228033472803347	1.79066666666667
"PPFIBP1"	0.00671556066095255	0.0102371483281779	0.00119104335397808	0.0118058592041976	0.0103778411167142	0.00764745244240512	0.00590214247771941	0.0358467243510507	0.0386543199388327	0.0392976588628763	0.0082063305978898	0.0135885167464115	0.0656474820143885	0.0115384615384615	0.0281124497991968	0.0956848030018762	10.7418065547562	0.379781420765027	0.0105263157894737	0.0592379122638489	0.878002826189355	1.04602510460251	1.49933333333333
"MYO1E"	0.0193072369002386	0.00110472823685373	0.0200095283468318	0.04977408541029	0.000803917269604619	0.00726507982028487	0.0192409844773653	0.0848784507622579	0.068218503100841	0.264632107023411	0.00234466588511137	0.00210526315789474	0.340827338129496	0.05	0.00401606425702811	0.335834896810507	11.709032773781	5.34699453551913	0.0526315789473684	0.432276657060519	2.60103626943005	1.18200836820084	0.837333333333333
"ID3"	0.020897764425201	0.0574458683163942	0.0150071462601239	0.0445999125491911	0.0607322955492217	0.0215084599942644	0.0108599421590037	0.208487845076226	0.183671735621443	0.43938127090301	0.17936694021102	0.0532057416267943	0.0224820143884892	0.0923076923076923	0.0481927710843374	0.290806754221388	12.3133493205436	0.956284153005464	0.0526315789473684	0.447006083893692	2.77107866227037	5.15690376569038	6.91733333333333
"ARL15"	0.0405584518865424	0.0285019885108263	0.0481181515007146	0.0620171986590876	0.0172476796024264	0.0390498040340312	0.0348816620433217	0.274824886691389	0.0339818197264464	0.102842809364548	0.0304806565064478	0.017799043062201	0.0386690647482014	0.0307692307692308	0.0200803212851406	0.153846153846154	10.8369304556355	1.4672131147541	1.08421052631579	0.0236951649055395	1.39284032030146	0.609832635983264	1.60066666666667
"CLDN5"	0.00110453300344614	0.000736485491235823	0.0014292520247737	0.000510129718699898	0.00255791858510561	0.000573558933180384	0.000413149973440359	0.222496909765142	0.00169909098632232	0.00501672240802676	0.000586166471277843	0.00248803827751196	0.00179856115107914	0	0	0.00187617260787992	9.15667466027178	0.00273224043715847	0.0105263157894737	0.0166506564201089	0.0409797456429581	0.0240585774058577	0.022
"TSHZ2"	0.0742687991517186	0.250036824274562	0.00262029537875179	0.00371665937909926	0.506979463567931	0.062709110027722	0.0177064274331582	0.224557066337042	0.0950641406847337	0.0359531772575251	0.171746776084408	0.0702392344497608	0.0233812949640288	0.265384615384615	0.184738955823293	0.157598499061914	13.0575539568345	0.0355191256830601	0.0105263157894737	0.0525136087095741	0.702308054639661	0.190376569037657	1.154
"SAMD4A"	0.0295573031722188	0.0078803947562233	0.227251071939019	0.143200699606471	0.00219250164437623	0.0193098174170729	0.0391902260520569	0.0572723526988051	0.0379746835443038	0.110785953177258	0.00586166471277843	0.00191387559808612	0.0143884892086331	0.0269230769230769	0.00401606425702811	0.129455909943715	10.9080735411671	0.707650273224044	0.421052631578947	0.278898495036824	1.39519547809703	3.58577405857741	3.89733333333333
"CNKSR3"	0.00145798356454891	0.000957431138606569	0.000714626012386851	0.00182189185249964	0.000365416940729372	0.00100372813306567	0.00070825709732633	0.0181293778327153	0.00110440914110951	0.0167224080267559	0.000586166471277843	0.00133971291866029	0.0629496402877698	0	0.00401606425702811	0.0356472795497186	9.74020783373301	0.0573770491803279	0.0105263157894737	0.0361831572206212	0.360810174281677	0.133891213389121	0.313333333333333
"CRIM1"	0.0356985066713793	0.0109736338194138	0.00500238208670796	0.0146480104940971	0.00292333552583498	0.0233247299493356	0.00838104231836156	0.211784095591265	0.0237023192591963	0.0359531772575251	0.0082063305978898	0.00325358851674641	0.223920863309353	0.0153846153846154	0.00401606425702811	0.120075046904315	10.2462030375699	0.538251366120219	0.221052631578947	0.0864553314121038	0.728685821950071	3.0010460251046	0.602
"A2M"	0.0258460722806397	0.0153925467668287	0.000952834683182468	0.00233202157119953	0.00299641891398085	0.0518114902972947	0.00643333530071416	0.0428512566955089	0.00603177300144423	0.0501672240802676	0.0041031652989449	0.00076555023923445	0.00809352517985612	0.0346153846153846	0.00803212851405622	0.0206378986866792	10.4260591526779	1.04371584699454	0.168421052631579	0.0115273775216138	0.0433349034385304	2.60878661087866	0.286
"PTPRM"	0.0152425554475568	0.0136249815878627	0.00238208670795617	0.00204051887479959	0.00482350361762771	0.0199311729280184	0.00306911408841409	0.0449114132674083	0.00552204570554753	0.0204849498327759	0.00879249706916764	0.00114832535885167	0.0512589928057554	0.00769230769230769	0.00803212851405622	0.0300187617260788	9.44524380495604	0.415300546448087	0.0631578947368421	0.0048030739673391	0.169571361281206	0.910041841004184	1.03466666666667
"MECOM"	0.000176725280551383	0	0.00428775607432111	7.28756740999854e-05	0.000219250164437623	4.7796577765032e-05	0.000649235672549135	0.243510506798517	0.000254863647948348	0.0739966555183947	0.000586166471277843	0	0.0188848920863309	0.00384615384615385	0	0.320825515947467	9.62509992006395	1.77049180327869	0.410526315789474	0.0336215177713737	4.09185115402732	2.07635983263598	2.106
"EMCN"	0	0	0	0	0	0	5.90214247771941e-05	0.011536876802637	0	0.00125418060200669	0	0	0	0	0	0.0075046904315197	8.33972821742606	0.040983606557377	0	0.00608389369196286	0.0932642487046632	0.142259414225941	0.823333333333333
"EBF1"	0.00220906600689229	0.00228310502283105	0.000952834683182468	0.00123888645969975	0.00065775049331287	0.00114711786636077	0.00424954258395798	0.0238978162340338	0.312377877835358	0.0280100334448161	0.00293083235638921	0.00076555023923445	0.00899280575539568	0.0461538461538462	0	0.0112570356472795	10.5259792166267	0.0628415300546448	0	0.00544348382965098	0.0588789448893076	6.1663179916318	5.82133333333333
"CDH13"	0.000176725280551383	7.36485491235823e-05	0.00333492139113864	0.000218627022299956	0	0.000143389733295096	0.000177064274331582	0.0482076637824475	0.000509727295896695	0.00627090301003344	0	0.000191387559808612	0	0	0	0.144465290806754	7.95843325339728	0.292349726775956	0.0736842105263158	0.0166506564201089	1.4658502119642	1.40794979079498	0.734
"PLCG2"	0.677167093752761	0.230372661658565	0.995712243925679	1.03753097216149	0.125191843893883	0.409090909090909	0.662987664522222	0.362175525339926	0.962110271005012	1.31479933110368	0.182297772567409	0.19866028708134	1.30305755395683	1.06153846153846	0.232931726907631	1.47279549718574	6.12310151878497	0.60655737704918	0.0631578947368421	4.9542106948447	1.90720678285445	0.865062761506276	0.743333333333333
"IFI44L"	0.144914730052134	0.105685667992341	0.437589328251548	0.704780644220959	0.044215449828254	0.114663990058312	0.0668712742725609	0.092295014421096	0.175940871633676	0.349080267558528	0.0375146541617819	0.0581818181818182	0.534172661870504	0.0615384615384615	2.02409638554217	0.108818011257036	1.35091926458833	0.120218579234973	0.0105263157894737	0.0080051232788985	0.0169571361281206	0.0993723849372385	0.164666666666667
"MX1"	0.179641247680481	0.128737663868022	0.554311576941401	0.64975951027547	0.0896002338668421	0.169773444221394	0.110074957209467	0.124433456942728	0.275677512530796	0.675585284280936	0.170574443141852	0.0991387559808612	0.877697841726619	0.4	1.77510040160643	0.367729831144465	0.981614708233413	0.114754098360656	0	0.0345821325648415	0.0499293452661328	0.146443514644351	0.165333333333333
"XAF1"	0.472430856233984	0.289365149506555	0.906383992377323	0.942573968809212	0.208726156544617	0.366312971991205	0.246414448444785	0.220436753193243	0.441084020049274	0.95066889632107	0.260257913247362	0.192918660287081	0.359712230215827	0.246153846153846	1.83534136546185	0.50656660412758	1.34132693844924	0.210382513661202	0.0210526315789474	0.00928594300352226	0.0631182289213377	0.117154811715481	0.282666666666667
"IFI6"	0.373950693646726	0.23663278833407	1.15435921867556	1.18065879609386	0.180077468391435	0.346429595640952	0.186802809419819	0.241450350226617	0.217653555347889	0.926421404682274	0.213364595545135	0.258373205741627	0.184352517985612	0.580769230769231	3.01606425702811	0.876172607879925	1.414068745004	0.530054644808743	0.0526315789473684	0.688120397054115	0.127649552520019	0.437238493723849	0.924666666666667
"ISG15"	0.594327118494301	0.390705553100604	2.0707479752263	1.36947966768693	0.193524811810276	0.504636268043208	0.195774065985953	0.528224145035023	0.392490017840455	1.49540133779264	0.417350527549824	0.290909090909091	0.422661870503597	1.21923076923077	3.57429718875502	1.61538461538462	1.02797761790568	0.942622950819672	0.0315789473684211	0.867435158501441	0.162976919453603	1.28765690376569	0.517333333333333
"STAT1"	0.470177608906954	0.48828988068935	1.02358265840877	1.13627751056697	0.320251406855222	0.465682057164707	0.356135277105589	0.304079110012361	0.365219607509982	0.941471571906355	0.381008206330598	0.413971291866029	0.884892086330935	0.780769230769231	2.42570281124498	1.07879924953096	0.506794564348521	0.278688524590164	0.0526315789473684	0.0182516810758886	0.342910975035327	0.184100418410042	0.277333333333333
"EPSTI1"	0.225545639303702	0.150463985859479	0.674606955693187	0.537239469465093	0.0796608930790031	0.162078195201224	0.092427551201086	0.130613926658426	0.247472602157846	0.860367892976589	0.185228604923798	0.0696650717703349	0.233812949640288	0.242307692307692	1.18875502008032	0.604127579737336	0.298960831334932	0.308743169398907	0	0.0313800832532821	0.023551577955723	0.0209205020920502	0.225333333333333
"EIF2AK2"	0.351064769815322	0.28207394314332	0.599333015721772	0.687509109459262	0.168895710005116	0.338351973998662	0.20403706545476	0.213020189534405	0.368617789482627	0.793060200668896	0.249120750293083	0.243444976076555	0.684352517985611	0.384615384615385	1.62248995983936	0.711069418386492	1.49720223820943	0.336065573770492	0.0947368421052632	0.0464297150176113	0.209138012246821	0.555439330543933	0.793333333333333
"LY6E"	1.14049659803835	0.866180586242451	3.86088613625536	1.59962104649468	0.448220419498648	0.952729184590383	0.281296110488107	0.53852492789452	0.884971540225979	1.85702341137124	0.567409144196952	0.604976076555024	0.600719424460432	1.15384615384615	2.82730923694779	2.67166979362101	3.95603517186251	0.672131147540984	0.0421052631578947	0.159462055715658	0.71172868582195	0.421548117154812	2.55066666666667
"MX2"	0.252982239109305	0.220724701723376	0.871605526441162	0.832823203614633	0.185339472337938	0.243188987668483	0.267662161364575	0.178409559126494	0.265058193866282	0.750418060200669	0.168815943728019	0.173588516746411	0.340827338129496	0.196153846153846	0.923694779116466	0.189493433395872	0.29656274980016	0.355191256830601	0	0.00736471341658662	0.024493641073952	0.255230125523013	0.258666666666667
"SAMD9"	0.491031192012017	0.340771836794815	0.583611243449262	0.381504153913424	0.254110940583205	0.434231908995316	0.155108304314466	0.240214256283478	0.471412794155127	0.632943143812709	0.375146541617819	0.340478468899522	0.461330935251799	0.738461538461539	1.18072289156627	0.838649155722326	0.0775379696243006	0.101092896174863	0.0105263157894737	0.13640730067243	0.0268487988695243	0.0198744769874477	0.0293333333333333
"TRIM22"	0.548908721392595	0.379952864928561	0.852072415435922	0.717023757469757	0.31301615142878	0.467402733964248	0.287847488638376	0.292130201895344	0.677342621697392	1.2178093645485	0.447245017584994	0.312344497607655	1.49190647482014	0.303846153846154	1.26104417670683	0.572232645403377	0.643485211830536	0.289617486338798	0.0105263157894737	0.0118475824527698	0.0518134715025907	0.0951882845188285	0.377333333333333
"SLFN5"	0.786162410532827	0.801590808661069	0.480943306336351	0.205217898265559	0.67616750712563	0.748064238600516	0.150740718880954	0.431808817470128	0.268626284937558	0.288461538461538	1.00293083235639	0.826028708133971	0.260791366906475	0.346153846153846	1.39759036144578	1.11632270168856	0.939248601119105	0.120218579234973	0	0.0397054114633365	0.0536975977390485	0.0951882845188285	0.264
"EVL"	1.38561456216312	1.67174841655619	1.18985231062411	0.238157702958752	1.32215157494701	1.30570691138514	0.181136752641209	0.919241862381541	1.06702913941042	1.01254180602007	1.5662368112544	1.64803827751196	0.544064748201439	0.915384615384615	1.87550200803213	2.20450281425891	0.844124700239808	0.387978142076503	0.0315789473684211	0.0275376240794108	0.74234573716439	0.388075313807531	0.71
"GIMAP7"	1.02341609967306	1.36721166593018	0.552405907575036	0.44840402273721	1.35233501425126	1.05109454163082	0.29764504515139	0.671611042439225	0.370231925919633	0.432692307692308	0.883939038686987	1.14736842105263	0.326438848920863	0.342307692307692	1.714859437751	1.9812382739212	3.33573141486811	0.0819672131147541	0.0105263157894737	0.0115273775216138	0.0169571361281206	0.0115062761506276	0.008
"RNF213"	2.02619952284174	1.1676977463544	2.53477846593616	2.0125346159452	0.762844405466637	1.73080967402734	0.782151921147377	0.80922950144211	1.10746750488489	1.67349498327759	0.960140679953107	1.04325358851675	1.81924460431655	2.03846153846154	2.36546184738956	2.6172607879925	0.0223820943245404	0.174863387978142	0.0105263157894737	0.0518731988472622	0.0259067357512953	0.0282426778242678	0
"BST2"	0.824732703013166	0.425320371188688	1.74678418294426	1.44920565515231	0.259665278082292	0.610410094637224	0.561765921029334	0.386897404202719	0.576501571659162	2.1183110367893	0.352872215709261	0.372057416267943	2.02338129496403	1.26538461538462	1.21686746987952	1.36210131332083	2.52677857713829	0.948087431693989	0.484210526315789	0.0272174191482549	0.0188412623645784	1.05753138075314	0.557333333333333
"IFI16"	0.889723424935937	0.556635734276035	1.13434969032873	1.26949424282175	0.290141050939122	0.733390689226651	0.546125243463377	0.667078697981047	1.05776909353496	2.37374581939799	0.578546307151231	0.272918660287081	1.28507194244604	1.25769230769231	1.40160642570281	3.36960600375235	10.1958433253397	1.48087431693989	0.105263157894737	0.0720461095100865	1.64060292039567	3.12970711297071	3.646
"CCDC109B"	0.371918352920385	0.681396376491383	0.484992853739876	0.572511295729485	0.60673828838705	0.487190517158971	0.267130968541581	0.208487845076226	0.496389431654065	0.710702341137124	0.56799531066823	0.686124401913876	0.47931654676259	0.784615384615385	0.839357429718876	1.44277673545966	0.00639488409272582	0.00819672131147541	0.0105263157894737	0	0	0	0
"TMEM123"	0.684766280816471	1.14869642068051	1.18365888518342	1.59437399795948	0.966893225169919	0.740464582735876	0.580593755533259	0.72929542645241	0.774445671565712	2.33486622073579	0.859320046893318	1.16937799043062	1.05935251798561	1.03846153846154	1.40160642570281	1.48405253283302	1.68745003996803	1.87704918032787	0.136842105263158	0.771693884085815	1.25247291568535	0.539748953974895	0.648
"NUB1"	0.557391534859062	0.454853439387244	0.891138637446403	0.543215274741291	0.338010670174669	0.532692859191282	0.240512305967066	0.334157395962093	0.557216888964404	1.52801003344482	0.336459554513482	0.387942583732057	0.964928057553957	0.415384615384615	1.00401606425703	0.74296435272045	0.774580335731415	0.489071038251366	0.0631578947368421	0.119436439321166	0.52378709373528	0.355648535564854	0.381333333333333
"ADAR"	0.732393743925069	0.508101340403594	1.195807527394	1.03213817227809	0.388218957830885	0.656868368224835	0.431328572271735	0.42398022249691	0.649307620423074	1.2123745819398	0.479484173505276	0.432918660287081	1.06025179856115	1.31923076923077	1.10441767068273	1.34709193245779	1.4484412470024	0.478142076502732	0.115789473684211	0.0537944284341979	0.472444653791804	0.406903765690377	0.446666666666667
"SMCHD1"	1.08425377750287	1.13094712034173	1.61838970938542	1.58213088471068	0.850690638017979	1.17292801835389	0.923390190639202	1.19859909353111	1.75524594342027	1.30685618729097	1.35697538100821	0.810909090909091	1.03507194244604	3.94230769230769	1.73092369477912	2.58536585365854	1.09352517985612	0.76775956284153	0.178947368421053	0.0995837335894973	0.384832783796514	0.658995815899582	0.446666666666667
"PARP14"	0.551294512680039	0.278907055531006	1.03978084802287	1.25557498906865	0.184023971351312	0.45459325112322	0.390426724901139	0.288833951380305	1.04443122929233	1.04807692307692	0.297186400937866	0.19311004784689	0.385791366906475	0.665384615384615	0.91566265060241	0.883677298311445	2.14148681055156	0.691256830601093	0.0421052631578947	0.0147294268331732	0.156853509185115	0.265690376569038	0.418666666666667
"PIK3R1"	1.24754793673235	1.40241567241125	0.718913768461172	0.462250400816208	0.582547686910765	1.53092438581398	0.323614472053355	0.718994643592913	0.568006116727551	0.988294314381271	1.17702227432591	0.571674641148325	0.851618705035971	0.707692307692308	1.59036144578313	1.5140712945591	0.738609112709832	1.20765027322404	0.231578947368421	0.016010246557797	0.490814884597268	0.788702928870293	2.15733333333333
"DCN"	0	0	0	0	0	0	0.000177064274331582	0.0296662546353523	0	0.00459866220735786	0	0	0	0	0	0.075046904315197	0.350919264588329	0.256830601092896	0.105263157894737	0.00928594300352226	1.05652378709374	0.643305439330544	111.016666666667
"COL1A2"	0	0	0	0	0	0	5.90214247771941e-05	0.0181293778327153	0	0.00376254180602007	0	0	0	0	0	0.00562851782363977	0.471622701838529	0.0956284153005464	0.0315789473684211	0.000960614793467819	0.188412623645784	2.28765690376569	59.7966666666667
"GSN"	0.145577449854202	0.005818235380763	0.176274416388757	0.368459408249526	0.00416575312431484	0.0546792849631966	0.131617777253143	0.172229089410795	0.0987171863053267	2.19481605351171	0.00937866354044549	0.0045933014354067	1.08003597122302	0.0769230769230769	0.00803212851405622	0.273921200750469	12.3117505995204	3.14754098360656	0.115789473684211	0.211015049631764	1.57418747056053	4.94979079497908	64.656
"COL1A1"	0.000220906600689229	0.00147297098247165	0.000238208670795617	7.28756740999854e-05	0.000365416940729372	0.00095593155530064	0	0.0234857849196539	0.00144422733837397	0.00209030100334448	0.000586166471277843	0.00133971291866029	0	0	0	0.0112570356472795	0.358912869704237	0.0765027322404372	0.0105263157894737	0.0281780339417227	0.191709844559585	1.84205020920502	51.0713333333333
"APOD"	0	0	0	0.000145751348199971	0	0	0	0.0127729707457767	0	0.0112876254180602	0	0	0	0	0	0.0075046904315197	1.50679456434852	0.120218579234973	0.0526315789473684	0.0550752481588216	0.15732454074423	0.764644351464435	38.9293333333333
"CFD"	0.698020676857825	0.0378553542495213	6.2393997141496	2.83100131176213	0.028502521376891	0.424003441353599	1.19748568730449	0.352286773794808	0.362161243734602	0.839464882943144	0.0228604923798359	0.0396172248803828	0.366007194244604	0.388461538461538	0.0281124497991968	0.427767354596623	0.34052757793765	1.18852459016393	0.0210526315789474	0.0147294268331732	0.480923221855864	1.34937238493724	92.538
"COL3A1"	0	0	0	7.28756740999854e-05	0	0	0	0.00824062628759786	0	0.00167224080267559	0	0	0	0	0	0.00187617260787992	0.440447641886491	0.0601092896174863	0.0210526315789474	0.0016010246557797	0.0970325011775789	1.30962343096234	30.8913333333333
"MGP"	0.00132543960413537	0.00176756517896597	0.000238208670795617	0.00131176213379974	0.00168091792735511	0.00143389733295096	0.000413149973440359	0.0251339101771735	0.000934500042477275	0.0104515050167224	0.00234466588511137	0.0030622009569378	0.00539568345323741	0.00384615384615385	0	0.00938086303939963	5.86810551558753	0.109289617486339	0.0315789473684211	0.0256163944924752	0.239284032030146	5.70606694560669	27.016
"FBLN1"	0	0	0	0	0	0	0	0.00494437577255871	0	0.00167224080267559	0	0	0	0	0	0.0619136960600375	0.136690647482014	0.0710382513661202	0	0.0185718860070445	0.223268959020254	0.118200836820084	20.3486666666667
"COL6A2"	0.0977732614650526	0.0245986154072765	0.00166746069556932	0.00182189185249964	0.0195132646349485	0.125704999522034	0.00755474237148085	0.0667490729295426	0.0180103644550166	0.0146321070234114	0.0140679953106682	0.0413397129186603	0.0179856115107914	0.0269230769230769	0.0441767068273092	0.0675422138836773	0.92326139088729	0.229508196721311	0.0421052631578947	0.260006404098623	0.358455016486105	5.6663179916318	22.3693333333333
"CXCL12"	0	0	0	0	0	0	0	0.00782859497321796	0	0.00125418060200669	0	0	0	0	0	0.00187617260787992	2.03517186250999	0.262295081967213	0	0.00032020493115594	0.06547338671691	2.80753138075314	16.3426666666667
"LUM"	0	0	0	0	0	0	0	0.00700453234445818	0	0.000418060200668896	0	0	0	0	0	0.00187617260787992	0.0751398880895284	0.0163934426229508	0	0.00032020493115594	0.0734809232218559	0.168410041841004	15.56
"CCDC80"	0.000883626402756914	0.000736485491235823	0.000714626012386851	0.00204051887479959	0.000511583717021121	0.0011949144441258	0.00106238564598949	0.00741656365883807	0.00127431823974174	0.0518394648829431	0.000586166471277843	0.000382775119617225	0.000899280575539568	0	0	0.0300187617260788	0.589928057553957	0.14207650273224	0.0210526315789474	0.0544348382965098	0.0942063118228921	1.01150627615063	15.6386666666667
"MMP2"	0	0	0	7.28756740999854e-05	0	0	0	0.00494437577255871	0	0.000418060200668896	0	0	0	0	0	0.0075046904315197	0.273381294964029	0.0655737704918033	0	0.000960614793467819	0.059349976448422	0.0910041841004184	15.782
"CXCL14"	4.41813201378457e-05	0	0	0.000145751348199971	0	0	5.90214247771941e-05	0.0325504738360115	0	0.0501672240802676	0	0	0	0	0	0.178236397748593	0.147082334132694	0.278688524590164	0.0210526315789474	0.364713416586615	4.28261893546868	0.183054393305439	14.684
"COL6A1"	0.00335778033047627	0.00567093828251583	0	0.000728756740999854	0.0062851713805452	0.0061179619539241	0.00112140707076669	0.0210135970333745	0.00229377283153513	0.00961538461538462	0.00527549824150059	0.0158851674641148	0.00359712230215827	0	0.00803212851405622	0.00938086303939963	0.638689048760991	0.163934426229508	0.0105263157894737	0.264809478065962	0.252472915685351	2.12029288702929	12.3866666666667
"PLPP3"	0.000353450561102766	0	0.00119104335397808	0.00189476752659962	0	0.000334576044355224	0.00112140707076669	0.00947672023073754	0.00552204570554753	0.0129598662207358	0	0.000191387559808612	0	0	0	0.0206378986866792	3.60991207034373	0.30327868852459	0.0526315789473684	0.0368235670829331	0.206311822892134	6.84100418410042	12.0373333333333
"CFH"	0.0271715118847751	0.069818824569156	0.00166746069556932	0.00204051887479959	0.000511583717021121	0.0726985947806137	0.00424954258395798	0.0304903172641121	0.0107042732138306	0.00668896321070234	0.0041031652989449	0.00191387559808612	0.026978417266187	0.00769230769230769	0.0682730923694779	0.00938086303939963	0.611510791366906	0.0491803278688525	0.0105263157894737	0.00256163944924752	0.0522845030617051	0.457112970711297	10.9486666666667
"SFRP2"	0	0	0	0.000145751348199971	0	0	0	0.00206015657189946	0	0	0	0	0	0	0	0.00187617260787992	0.026378896882494	0.0245901639344262	0.0210526315789474	0.00032020493115594	0.0301460197833255	0.0345188284518828	11.7993333333333
